19	207	151	1
2233	72	57	1
182	162	112	1
22	184	21	1
3	7	742	1
507	70	55	1
154	146	56	1
100	15	18	1
1110	75	31	1
141	143	7	1
6	61	22	1
1574	63	1372	1
456	195	770	1
30	32	696	1
13	23	4	1
25	64	89	1
42	107	400	1
246	107	155	1
182	58	43	1
833	113	2958	1
362	96	211	1
166	114	696	1
1447	13	17	1
393	41	0	1
82	51	3827	1
141	96	11	1
2001	47	180	1
99	31	804	1
6229	196	1	1
141	13	11	1
4639	59	4269	1
21	225	63	1
4639	99	5628	1
11	107	2236	1
27	20	3386	1
27	46	3193	1
354	13	1191	1
969	13	1516	1
4	227	13	1
153	88	180	1
141	224	7	1
641	127	290	1
345	146	55	1
19	55	17	1
15	171	913	1
0	13	5	1
200	223	8	1
17	192	705	1
22	107	6	1
312	81	11	1
6	4	22	1
1021	189	6366	1
100	73	31	1
220	137	313	1
202	147	1	1
72	89	130	1
2088	96	389	1
1355	194	121	1
44	188	3	1
11	46	141	1
2043	114	93	1
7	143	0	1
1720	225	3	1
93	18	511	1
127	86	64	1
14	204	58	1
389	119	2088	1
127	216	64	1
0	170	7	1
913	188	6658	1
316	13	1	1
122	37	46	1
6620	57	180	1
154	142	3	1
270	196	16	1
55	7	0	1
484	61	1	1
1	32	7108	1
19	160	17	1
44	71	3	1
362	76	211	1
58	224	53	1
51	107	247	1
92	162	93	1
11	8	1151	1
46	212	2384	1
354	7	4015	1
913	225	15	1
19	19	17	1
21	37	22	1
290	70	389	1
53	37	58	1
3201	209	751	1
28	57	2	1
83	162	15	1
27	2	10	1
19	96	184	1
68	176	85	1
42	164	291	1
100	194	31	1
2172	61	43	1
511	107	93	1
29	16	81	1
627	13	104	1
247	185	51	1
456	195	31	1
7	53	0	1
2233	188	182	1
1683	120	5	1
64	60	357	1
142	58	1	1
969	61	5	1
5	227	969	1
48	153	9	2
2352	136	7098	2
0	154	269	2
2490	117	2739	2
212	58	4	2
43	165	182	2
141	224	7	2
1396	77	104	2
19	55	17	2
234	5	0	2
382	47	11	2
4065	20	1113	2
389	94	99	2
1998	200	99	2
80	211	0	2
2674	107	8	2
20	200	86	2
324	222	2	2
295	58	220	2
14	173	1	2
9	33	2	2
57	170	43	2
310	170	1041	2
0	171	80	2
32	7	340	2
277	127	226	2
757	171	264	2
0	171	234	2
607	89	86	2
100	80	18	2
331	107	2	2
31	114	18	2
1262	211	252	2
0	22	57	2
100	136	578	2
638	194	197	2
22	45	6	2
141	40	7	2
21	31	22	2
0	20	11	2
1448	145	157	2
1041	1	310	2
429	40	144	2
54	137	187	2
8	120	87	2
2	165	467	2
2096	192	1611	2
5290	3	2555	2
1669	59	2688	2
22	70	6	2
29	16	81	2
103	4	3766	2
230	2	1218	2
5824	225	15	2
277	193	211	2
25	77	173	2
805	211	2	2
104	13	1396	2
499	58	43	2
7	127	5	2
577	165	698	2
362	120	61	2
331	137	9	2
10	170	0	2
4089	135	56	2
2	117	9	2
584	2	9	2
143	13	20	2
2715	192	606	2
43	212	57	2
6	224	22	2
206	96	1555	2
64	137	645	2
1073	119	2731	2
307	29	2	2
51	225	247	2
1004	176	3827	2
10	9	27	2
21	218	212	2
950	57	18	2
242	81	628	2
362	120	122	2
295	37	220	2
3386	183	28	2
100	96	536	2
251	172	76	2
1669	20	1730	2
40	98	33	2
708	194	9	2
1417	184	78	2
21	107	22	2
197	7	309	2
197	224	9	2
606	20	2715	2
308	81	512	2
83	194	15	2
106	71	2	2
189	172	234	2
32	186	16	2
510	40	42	2
503	136	11	2
138	165	64	2
3794	104	2	2
229	13	325	2
229	160	325	2
3	172	524	2
63	218	6	2
7	57	630	2
2172	8	43	2
100	15	18	2
9	37	591	2
31	57	18	2
4962	40	153	2
230	64	1218	2
141	200	11	2
51	155	115	2
149	13	86	2
1019	47	482	2
212	46	21	2
6	4	22	2
103	70	64	2
8	8	87	2
3007	137	120	2
9	61	959	2
1136	61	261	2
197	107	309	2
22	40	1	2
76	224	251	2
308	150	32	2
323	71	56	2
1998	40	389	2
182	218	43	2
115	152	36	2
21	120	63	2
6	164	22	2
33	113	266	2
327	53	9	2
0	204	80	2
289	214	268	2
3017	47	89	2
43	89	499	2
44	196	3	2
141	206	5093	2
49	185	4592	2
6	193	347	2
170	1	2558	2
933	26	912	2
13	161	0	2
153	88	180	2
2937	89	211	2
138	222	1590	2
584	20	2	2
4	172	212	2
82	190	1004	2
180	168	310	2
234	227	1543	2
6	188	63	2
0	172	10	2
4796	162	548	2
673	209	3	2
141	143	7	2
3	73	294	2
482	13	1214	2
19	137	17	2
2588	170	1184	2
22	107	6	2
6	61	22	2
22	89	21	2
19	30	17	2
122	143	46	2
247	185	51	2
154	13	56	2
64	136	4064	2
1878	223	2802	2
14	204	58	3
293	124	1	3
2172	8	43	3
1058	20	856	3
1975	52	66	3
86	57	108	3
262	1	10	3
6	4	22	3
362	76	211	3
43	181	57	3
66	204	1975	3
22	53	6	3
6	164	22	3
413	117	9	3
7	22	11	3
275	22	3	3
3	117	1470	3
290	46	1138	3
2521	20	4910	3
31	224	18	3
467	61	9	3
310	20	153	3
1058	33	856	3
206	22	14	3
6	188	63	3
9	86	467	3
22	70	6	3
3	53	1178	3
54	137	187	3
127	111	64	3
2	89	467	3
78	85	446	3
1178	85	3	3
635	1	9	3
1878	70	2802	3
247	179	57	3
141	57	7	3
668	137	1420	3
6107	100	3	3
183	158	1042	3
4910	202	2521	3
86	53	45	3
4	23	15	3
25	70	924	3
211	61	46	3
658	32	265	3
33	76	40	3
99	216	290	3
4593	37	230	3
31	15	18	3
57	170	43	3
63	218	6	3
182	162	112	3
105	74	48	3
269	64	6081	3
39	33	57	3
48	137	105	3
310	31	180	3
2	194	106	3
7	13	11	3
4536	120	138	3
247	46	57	3
104	13	1396	3
1980	1	36	3
413	68	252	3
157	113	931	3
1502	7	138	3
3486	81	1138	3
182	218	43	3
206	191	1	3
830	68	15	3
833	165	2958	3
5	20	59	3
47	57	3	3
1317	107	60	3
127	60	64	3
11	185	7	3
220	137	58	3
22	89	21	3
19	211	17	3
7	184	11	3
796	41	8	3
3499	55	56	3
2	142	622	3
21	167	22	3
2915	96	232	3
76	111	2	3
141	13	11	3
1	185	130	3
702	223	48	3
1058	146	36	3
14	88	1	3
488	57	0	3
3	137	47	3
82	71	1495	3
209	188	18	3
87	168	8	3
484	61	1	3
16	114	36	3
1182	94	2255	3
2043	57	39	3
76	55	9	3
100	80	18	3
173	1	37	3
19	135	151	3
244	177	482	3
9	137	194	3
924	13	834	3
7	222	11	3
3007	137	120	3
37	2	43	3
25	64	89	3
6	224	22	3
141	58	7	3
0	22	57	3
31	22	65	3
173	73	57	3
4976	120	843	3
256	107	41	3
31	40	18	3
143	37	45	3
604	2	1521	3
1042	57	183	3
6959	1	1366	3
493	55	156	3
15	184	830	3
9	135	467	3
117	127	377	3
143	13	20	3
446	32	78	3
188	114	3	3
1257	70	528	3
64	32	127	3
222	13	599	3
45	217	86	3
5366	2	3879	3
43	73	182	3
99	46	389	3
45	151	143	3
64	96	127	3
100	3	18	3
130	227	1	3
59	52	5	3
1	37	138	3
233	162	219	3
43	88	37	3
100	57	406	3
232	89	2915	3
41	137	256	3
2	111	9	3
1	171	1004	3
2003	164	0	3
33	171	266	3
1500	20	1	3
1396	77	104	3
3872	193	3984	3
19	136	17	3
1798	40	61	3
242	81	628	3
122	137	61	4
7	7	11	4
0	108	10	4
3633	200	3924	4
57	186	3744	4
1436	73	6	4
1042	107	563	4
1	177	1230	4
1000	194	1250	4
3354	120	180	4
1230	46	1	4
100	40	18	4
1	185	626	4
127	111	64	4
34	20	153	4
153	89	34	4
429	140	1	4
362	76	211	4
668	214	5744	4
19	7	17	4
11	59	2236	4
1715	146	552	4
182	162	112	4
733	7	1042	4
201	185	671	4
247	142	57	4
100	200	406	4
486	1	559	4
10	37	0	4
99	216	290	4
7	184	11	4
22	53	6	4
3	57	4218	4
247	55	182	4
394	3	389	4
317	113	43	4
484	61	1	4
362	13	211	4
510	194	8	4
3633	16	1041	4
658	32	1431	4
2043	57	39	4
15	146	254	4
47	13	1629	4
2230	196	2745	4
416	220	1	4
141	58	7	4
187	70	6	4
44	96	4218	4
549	81	180	4
256	188	334	4
408	16	24	4
400	195	8	4
12	55	6	4
6	224	22	4
82	55	1002	4
7	13	11	4
247	113	57	4
64	74	1657	4
347	53	6	4
3648	193	2584	4
6	188	63	4
42	3	8	4
127	60	64	4
87	87	8	4
490	82	117	4
2745	89	2230	4
64	32	127	4
233	150	64	4
62	137	334	4
22	225	6	4
1042	55	6098	4
389	114	99	4
63	37	201	4
12	120	1	4
180	67	457	4
3313	107	114	4
1	170	416	4
349	145	825	4
112	164	8	4
86	82	20	4
2008	224	2476	4
1476	13	24	4
6	210	22	4
457	96	180	4
310	107	180	4
4617	1	360	4
63	218	6	4
4195	57	321	4
250	46	6171	4
117	57	377	4
24	116	254	4
1398	20	1	4
57	61	43	4
347	86	6	4
317	61	111	4
2799	114	127	4
3648	33	3354	4
8	225	112	4
552	162	278	4
47	22	3	4
6	89	12	4
1	204	12	4
6	226	347	4
3938	37	80	4
171	170	62	4
207	33	1	4
1398	165	207	4
1	222	1398	4
727	20	404	4
421	73	114	4
3	146	2194	4
54	137	187	4
626	172	1	4
160	150	3	4
82	51	3827	4
5040	57	791	4
407	157	563	4
1476	46	15	4
548	137	3217	4
201	113	63	4
58	13	2814	4
247	46	57	4
31	168	406	4
62	137	171	4
141	80	11	4
6	58	347	4
3884	13	552	4
759	193	3883	5
86	217	45	5
57	61	43	5
3	73	2194	5
