0	2	4285
1	2	4801
2	2	3331
3	2	4928
4	2	3337
5	0	3830
5	1	4312
6	0	3392
6	1	4312
7	2	3851
8	0	3830
8	1	2402
9	2	1393
10	2	2682
11	2	517
12	2	4424
13	0	1685
13	1	2402
14	2	2993
15	0	3830
15	1	3851
16	2	1317
17	2	3343
18	2	2211
19	2	3122
20	2	3154
21	2	3652
22	2	3718
23	2	5105
24	2	11
25	2	3221
26	2	2838
27	2	4683
28	2	540
29	2	3277
30	0	3830
30	1	3137
31	2	4035
32	0	3546
32	1	2085
33	2	1447
34	0	2272
34	1	1317
35	2	3296
36	0	3392
36	1	1317
37	2	2491
38	0	3392
38	1	1903
39	2	3405
40	2	91
41	2	4355
42	2	4719
43	0	3737
43	1	4312
44	2	1361
45	2	3638
46	0	3830
46	1	4424
47	2	229
48	2	754
49	0	3830
49	1	3039
50	2	1253
51	0	683
51	1	1903
52	0	1983
52	1	2402
53	2	4885
54	2	5112
55	2	424
56	2	219
57	0	3830
57	1	403
58	2	86
59	0	3440
59	1	2402
60	2	2562
61	0	1685
61	1	2812
62	0	1685
62	1	4424
63	0	3392
63	1	3039
64	2	1727
65	2	1840
66	2	2074
67	0	1229
67	1	2085
68	0	227
68	1	4312
69	2	1198
70	2	3388
71	2	2106
72	2	4688
73	0	3392
73	1	5032
74	0	3392
74	1	705
75	2	2197
76	2	4298
77	2	785
78	0	5177
78	1	4312
79	0	344
79	1	4312
80	2	1401
81	0	3392
81	1	134
82	0	3440
82	1	3102
83	0	3722
83	1	4312
84	2	2586
85	0	4901
85	1	2402
86	0	4464
86	1	1393
87	0	2262
87	1	1903
88	0	3392
88	1	5105
89	2	814
90	2	3869
91	0	3830
91	1	2074
92	2	1149
93	2	790
94	0	1561
94	1	705
95	2	1036
96	0	3830
96	1	4071
97	0	1983
97	1	4801
98	0	3440
98	1	2812
99	0	3440
99	1	705
100	0	1561
100	1	3851
101	2	4196
102	2	2180
103	0	1653
103	1	3851
104	2	1037
105	2	1286
106	0	1548
106	1	431
107	2	3716
108	2	3868
109	0	3392
109	1	2425
110	2	3758
111	2	4694
112	2	4707
113	0	4990
113	1	3137
114	2	1732
115	0	5177
115	1	3718
116	0	3310
116	1	2279
117	0	1983
117	1	403
118	0	3440
118	1	4928
119	2	3811
120	2	2504
121	0	683
121	1	2042
122	0	3830
122	1	1773
123	0	683
123	1	3718
124	2	4785
125	2	4069
126	2	4495
127	0	4464
127	1	4928
128	2	3559
129	0	3392
129	1	4928
130	2	4595
131	2	881
132	2	2886
133	0	3392
133	1	2074
134	2	4961
135	0	986
135	1	1903
136	0	3259
136	1	2085
137	0	1035
137	1	3851
138	2	1575
139	0	683
139	1	2207
140	2	4007
141	0	3830
141	1	431
142	0	3830
142	1	4532
143	0	3722
