0	2	2846
1	2	3095
2	0	4735
2	1	805
3	0	6825
3	1	805
4	0	7477
4	1	805
5	0	4294
5	1	805
6	2	2638
7	0	532
7	1	2055
8	0	6853
8	1	7408
9	0	4294
9	1	7408
10	2	7593
11	0	8445
11	1	7408
12	2	1421
13	2	7555
14	0	6853
14	1	1818
15	0	4294
15	1	1818
16	2	5772
17	2	5671
18	0	8579
18	1	1818
19	0	6853
19	1	6800
20	0	3297
20	1	6800
21	2	8180
22	0	4294
22	1	7859
23	0	4670
23	1	805
24	0	2997
24	1	805
25	2	1818
26	0	3373
26	1	1818
27	0	5203
27	1	5520
28	2	5520
29	2	1313
30	2	4929
31	2	4301
32	2	7759
33	0	532
33	1	805
34	2	7686
35	2	198
36	2	1591
37	0	4539
37	1	7005
38	2	7005
39	0	1599
39	1	805
40	0	3693
40	1	6800
41	0	5942
41	1	6800
42	0	4294
42	1	6800
43	0	4544
43	1	6800
44	2	887
45	0	5203
45	1	6800
46	0	6853
46	1	4896
47	0	4294
47	1	4896
48	0	4294
48	1	3412
49	0	4539
49	1	3412
50	2	7859
51	2	4026
52	2	8484
53	2	1391
54	0	6853
54	1	5520
55	2	8287
56	0	3693
56	1	5083
57	2	6473
58	0	1086
58	1	1673
59	0	6233
59	1	1673
60	2	5876
61	2	7560
62	0	4294
62	1	6975
63	2	5083
64	2	1926
65	2	6586
66	2	7369
67	2	3412
68	0	4294
68	1	7369
69	0	6137
69	1	6800
70	0	4539
70	1	6800
71	2	54
72	0	7135
72	1	6800
73	0	7132
73	1	5083
74	2	1673
75	0	4539
75	1	1673
76	0	5942
76	1	805
77	2	805
78	2	1261
79	0	4294
79	1	5083
80	2	7317
81	2	8374
82	0	4294
82	1	458
83	0	5880
83	1	4939
84	0	532
84	1	4939
85	2	6005
86	0	8445
86	1	4939
87	2	2763
88	0	6853
88	1	1926
89	0	7988
89	1	1926
90	0	4294
90	1	4326
91	2	4952
92	2	7582
93	2	3577
94	2	1047
95	0	2349
95	1	4888
96	2	8119
97	2	3828
98	2	50
99	0	2962
99	1	5083
100	0	7435
100	1	6800
101	0	4539
101	1	3095
102	0	435
102	1	6800
103	0	4788
103	1	3313
104	0	5532
104	1	7560
105	2	4899
106	2	4279
107	0	7132
107	1	4899
108	2	7723
109	2	784
110	2	4579
111	2	7051
112	2	2656
113	2	1956
114	2	1466
115	2	3391
116	2	4896
117	2	1936
118	2	2202
119	0	7988
119	1	6586
120	0	2332
120	1	6800
121	2	6424
122	2	6800
123	2	5469
124	0	4539
124	1	5112
125	0	7988
125	1	6800
126	2	1053
127	2	7835
128	0	2962
128	1	6800
129	2	5556
130	0	1008
130	1	805
131	0	7692
131	1	805
132	0	532
132	1	4888
133	2	4888
134	0	4788
134	1	4888
135	0	6853
135	1	5083
136	0	1301
136	1	5083
137	0	5942
137	1	5083
138	0	6853
138	1	4888
139	2	2767
140	2	530
141	0	3246
141	1	5083
142	2	2211
143	0	4539
143	1	2811
144	0	532
144	1	2811
145	2	5905
146	0	2381
146	1	7005
147	0	4930
147	1	7005
148	0	4197
148	1	6586
149	0	3297
149	1	50
150	2	1652
151	0	4294
151	1	1652
152	0	4003
152	1	1652
153	0	8579
153	1	1652
154	0	3693
154	1	1652
155	0	6249
155	1	1652
156	0	5259
156	1	5083
157	2	4707
158	2	7744
159	0	6853
159	1	3412
160	0	7102
160	1	3412
161	0	4788
161	1	6800
162	0	7008
162	1	6800
163	0	4294
163	1	1926
164	2	7285
165	0	4294
165	1	7312
166	2	8298
167	0	4294
167	1	6176
168	2	8076
169	0	4294
169	1	853
170	0	4197
170	1	6800
171	0	4788
171	1	3424
172	0	532
172	1	3424
173	0	2026
173	1	3424
174	0	1423
174	1	7835
175	2	3465
176	0	7988
176	1	1673
177	2	661
178	2	6302
179	2	5946
180	0	4735
180	1	4660
181	0	985
181	1	4660
182	2	1742
183	0	4294
183	1	8402
184	0	4356
184	1	8402
185	0	8397
185	1	8402
186	0	3297
186	1	8402
187	0	4294
187	1	7835
188	0	6211
188	1	7835
189	0	2613
189	1	6800
190	0	532
190	1	7369
191	2	3424
192	0	7435
192	1	5290
193	0	8445
193	1	5290
194	2	8542
195	0	6324
195	1	6307
196	0	4294
196	1	6307
197	0	7132
197	1	50
198	0	4294
198	1	50
199	0	4539
199	1	3424
200	2	3781
201	0	4294
201	1	3424
202	0	72
202	1	1317
203	0	532
203	1	1317
204	0	6853
204	1	1317
205	0	1457
205	1	1317
206	0	7008
206	1	963
207	0	4294
207	1	963
208	0	7435
208	1	963
209	2	5795
210	0	5259
210	1	5520
211	0	5532
211	1	7904
212	0	2332
212	1	7904
213	2	429
214	0	3318
214	1	6800
215	2	3896
216	0	4539
216	1	5083
217	2	5061
218	2	7360
219	2	6604
220	2	4939
221	2	5569
222	2	3993
223	0	4539
223	1	50
224	2	4470
225	0	4294
225	1	2211
226	0	4539
226	1	1652
227	0	4933
227	1	3907
228	2	3111
229	2	4486
230	2	1227
231	0	8445
231	1	7859
232	2	356
233	0	2698
233	1	1818
234	0	4539
234	1	1818
235	0	4539
235	1	805
236	2	2707
237	0	4294
237	1	8332
238	2	8280
239	0	4539
239	1	3709
240	2	2811
241	0	2782
241	1	2811
242	0	4331
242	1	2811
243	2	3546
244	0	4294
244	1	5060
245	0	4294
245	1	3907
246	0	4539
246	1	3907
247	2	3945
248	0	4294
248	1	3944
249	2	5123
250	2	756
251	2	7903
252	2	7181
253	0	8579
253	1	3161
254	2	6535
255	2	8192
256	2	4790
257	0	6249
257	1	5520
258	0	4294
258	1	5520
259	0	8579
259	1	3709
260	2	3709
261	2	6297
262	2	8435
263	0	4294
263	1	5905
264	0	7988
264	1	3406
265	2	3406
266	2	3120
267	0	2698
267	1	8332
268	0	1301
268	1	8332
269	2	4703
270	2	4763
271	0	8579
271	1	148
272	0	4539
272	1	148
273	0	1563
273	1	2897
274	0	4539
274	1	2897
275	2	3910
276	2	1212
277	0	5161
277	1	6586
278	2	5377
279	2	3181
280	0	4938
280	1	6800
281	2	5349
282	2	6223
283	2	239
284	2	2975
285	2	6046
286	0	7132
286	1	6586
287	2	4549
288	2	4950
289	0	4294
289	1	3770
290	0	6853
290	1	4486
291	0	1363
291	1	4486
292	0	6853
292	1	7369
293	0	4294
293	1	7426
294	0	8579
294	1	5083
295	2	2943
296	0	4294
296	1	1317
297	2	3245
298	2	6348
299	0	532
299	1	5520
300	0	7132
300	1	5520
301	0	4356
301	1	1818
302	2	2894
303	0	7008
303	1	1742
304	2	1916
305	2	1633
306	2	3687
307	2	1819
308	0	3373
308	1	1926
309	0	8397
309	1	50
310	2	5936
311	0	1858
311	1	6800
312	2	1859
313	0	4294
313	1	148
314	0	2381
314	1	1582
315	2	8483
316	0	4539
316	1	1582
317	0	2782
317	1	6800
318	0	2962
318	1	5520
319	2	3207
320	2	8587
321	2	5030
322	2	6176
323	2	5204
324	0	4539
324	1	6586
325	0	2612
325	1	1818
326	2	4167
327	2	4620
328	0	2780
328	1	7408
329	0	7988
329	1	7408
330	0	6211
330	1	963
331	0	6853
331	1	963
332	2	8325
333	0	532
333	1	5958
334	0	4294
334	1	2811
335	0	5942
335	1	1652
336	0	4294
