0	0	7135
0	1	6112
0	1	1936
0	1	947
0	1	2865
0	1	1291
0	1	570
0	1	101
0	1	181
0	1	5397
0	1	4694
0	1	6729
0	1	4850
0	1	774
0	1	4880
0	1	878
0	1	2664
0	1	4026
0	1	2656
0	1	3190
0	2	1594
1	1	774
1	2	3959
2	1	181
2	2	5692
3	0	5633
3	1	6112
3	1	101
3	1	5397
3	1	4880
3	1	4580
3	1	2664
3	1	4026
3	1	486
3	1	4850
3	1	774
3	1	1936
3	1	776
3	1	570
3	1	4694
3	1	6729
3	1	2865
3	1	947
3	1	1291
3	1	181
3	1	2656
3	1	3190
3	2	1432
4	1	181
4	2	1643
5	1	181
5	2	4502
6	1	181
6	2	6893
7	1	6112
7	2	4265
8	1	6112
8	2	708
9	1	181
9	2	296
10	1	6112
10	2	319
11	0	6259
11	1	6112
11	1	101
11	1	5397
11	1	4880
11	1	4580
11	1	2664
11	1	4026
11	1	486
11	1	4850
11	1	774
11	1	1936
11	1	776
11	1	570
11	1	6729
11	1	2865
11	1	947
11	1	1291
11	1	181
11	1	2656
11	1	3190
11	2	7301
12	0	6259
12	1	776
12	1	947
12	1	1291
12	1	570
12	1	181
12	1	5397
12	1	4850
12	2	7003
13	0	6259
13	1	947
13	1	1291
13	1	181
13	1	4850
13	1	774
13	1	4026
13	2	1266
14	0	2847
14	1	776
14	1	6112
14	1	947
14	1	5562
14	1	570
14	1	181
14	1	5397
14	1	6729
14	1	4850
14	1	4880
14	1	1936
14	1	3190
14	2	4704
15	1	181
15	2	7381
16	0	2847
16	1	6112
16	1	101
16	1	5397
16	1	878
16	1	4880
16	1	2664
16	1	4026
16	1	5562
16	1	486
16	1	4850
16	1	1936
16	1	776
16	1	570
16	1	4694
16	1	6729
16	1	2865
16	1	947
16	1	1291
16	1	181
16	1	2656
16	1	3190
16	2	7040
17	1	181
17	2	3385
18	0	2847
18	1	6112
18	1	1936
18	1	947
18	1	486
18	1	1291
18	1	570
18	1	181
18	1	5397
18	1	2656
18	1	6729
18	1	4850
18	1	4880
18	1	4580
18	1	2664
18	1	4026
18	1	3190
18	2	1686
19	1	181
19	2	6041
20	1	181
20	2	5283
21	1	1291
21	2	4966
22	0	4378
22	1	6112
22	1	947
22	1	2865
22	1	486
22	1	1291
22	1	570
22	1	101
22	1	181
22	1	5397
22	1	4694
22	1	6729
22	1	4850
22	1	774
22	1	4880
22	1	2656
22	1	2664
22	1	4026
22	1	3190
22	2	1748
23	1	6112
23	1	947
23	1	181
23	1	5397
23	1	2656
23	1	4850
23	1	878
23	1	1936
23	2	7144
24	0	5633
24	1	6112
24	1	1936
24	1	947
24	1	2865
24	1	1291
24	1	570
24	1	101
24	1	181
24	1	5397
24	1	2656
24	1	6729
24	1	4850
24	1	3997
24	1	4880
24	1	774
24	1	2664
24	1	4026
24	1	3190
24	2	5922
25	1	181
25	2	5441
26	0	3408
26	1	776
26	1	6112
26	1	947
26	1	2865
26	1	486
26	1	1291
26	1	570
26	1	101
26	1	181
26	1	5397
26	1	2656
26	1	6729
26	1	4850
26	1	774
26	1	4880
26	1	4580
26	1	2664
26	1	4026
26	1	3190
26	2	6224
27	0	3408
27	1	6112
27	1	101
27	1	5397
27	1	878
27	1	4880
27	1	4580
27	1	2664
27	1	4026
27	1	486
27	1	4850
27	1	774
27	1	1936
27	1	776
27	1	6734
27	1	570
27	1	4694
27	1	6729
27	1	2865
27	1	947
27	1	1291
27	1	181
27	1	2656
27	1	3190
27	2	3993
28	0	3408
28	1	947
28	1	1291
28	1	570
28	1	181
28	1	5397
28	1	6729
28	1	4850
28	1	4880
28	1	3190
28	2	6714
29	0	3408
29	1	947
29	1	1291
29	1	570
29	1	181
29	1	5397
29	1	2656
29	1	6729
29	1	4850
29	1	774
29	1	4880
29	1	2664
29	1	4026
29	1	3190
29	2	3601
30	1	181
30	2	2794
31	1	2656
31	2	1250
32	1	776
32	2	3346
33	1	181
33	2	177
34	1	947
34	1	486
34	1	1291
34	1	570
34	1	101
34	1	181
34	1	5397
34	1	6729
34	1	4850
34	1	774
34	1	4880
34	1	2664
34	2	468
35	1	181
35	2	6769
36	1	6112
36	1	1936
36	1	947
36	1	1291
36	1	570
36	1	101
36	1	181
36	1	5397
36	1	6729
36	1	4850
36	1	774
36	1	4880
36	1	2664
36	1	4026
36	1	3190
36	2	6073
37	0	1663
37	1	6112
37	1	947
37	1	1291
37	1	570
37	1	101
37	1	181
37	1	5397
37	1	2656
37	1	6729
37	1	4850
37	1	774
37	1	2664
37	1	4026
